"","datetime","date","ra1","ra2","raw","ra","comment","chk_note","chk_fail","year"
"332","27/11/1972 08:55:00",1972-11-27,8.128,0,8.128,8.128,"","good","",1972
"333","28/11/1972 08:55:00",1972-11-28,0.762,0,0.762,0.762,"","good","",1972
"334","29/11/1972 08:55:00",1972-11-29,0,0,0,0,"","good","",1972
"335","30/11/1972 08:55:00",1972-11-30,0,0,0,0,"","good","",1972
"336","1/12/72 8:55",1972-12-01,0,0,0,0,"","good","",1972
"337","2/12/72 8:55",1972-12-02,0,0,0,0,"","good","",1972
"338","3/12/72 8:55",1972-12-03,0,0,0,0,"","good","",1972
"339","4/12/72 8:55",1972-12-04,0,0,0,0,"","good","",1972
"340","5/12/72 8:55",1972-12-05,0,0,0,0,"","good","",1972
"341","6/12/72 8:55",1972-12-06,1.524,0,1.524,1.524,"","good","",1972
"342","7/12/72 8:55",1972-12-07,0,0,0,0,"","good","",1972
"343","8/12/72 8:55",1972-12-08,0,0,0,0,"","good","",1972
"344","9/12/72 8:55",1972-12-09,10.922,0,10.922,10.922,"","good","",1972
"345","10/12/72 8:55",1972-12-10,0,0,0,0,"","good","",1972
"346","11/12/72 8:55",1972-12-11,0,0,0,0,"","good","",1972
"347","12/12/72 8:55",1972-12-12,0.762,0,0.762,0.762,"","good","",1972
"348","13/12/1972 08:55:00",1972-12-13,0,0,0,0,"","good","",1972
"349","14/12/1972 08:55:00",1972-12-14,0.508,0,0.508,0.508,"","good","",1972
"350","15/12/1972 08:55:00",1972-12-15,0,0,0,0,"","good","",1972
"351","16/12/1972 08:55:00",1972-12-16,0,0,0,0,"","good","",1972
"352","17/12/1972 08:55:00",1972-12-17,0.254,0,0.254,0.254,"","good","",1972
"353","18/12/1972 08:55:00",1972-12-18,0,0,0,0,"","good","",1972
"354","19/12/1972 08:55:00",1972-12-19,56.642,0,56.642,56.642,"","good","",1972
"355","20/12/1972 08:55:00",1972-12-20,73.914,0,73.914,73.914,"","good","",1972
"356","21/12/1972 08:55:00",1972-12-21,27.178,0,27.178,27.178,"","good","",1972
"357","22/12/1972 08:55:00",1972-12-22,0,0,0,0,"","good","",1972
"358","23/12/1972 08:55:00",1972-12-23,10.922,0,10.922,10.922,"","good","",1972
"359","24/12/1972 08:55:00",1972-12-24,1.524,0,1.524,1.524,"","good","",1972
"360","25/12/1972 08:55:00",1972-12-25,0,0,0,0,"","good","",1972
"361","26/12/1972 08:55:00",1972-12-26,0.508,0,0.508,0.508,"","good","",1972
"362","27/12/1972 08:55:00",1972-12-27,0,0,0,0,"","good","",1972
"363","28/12/1972 08:55:00",1972-12-28,0.254,0,0.254,0.254,"","good","",1972
"364","29/12/1972 08:55:00",1972-12-29,0,0,0,0,"","good","",1972
"365","30/12/1972 08:55:00",1972-12-30,0.508,0,0.508,0.508,"","good","",1972
"366","31/12/1972 08:55:00",1972-12-31,0,0,0,0,"","good","",1972
